"","ANNOVAR","pLI","mis_z","COUNT.x","MUTATIONCLASS.x","POLYPHEN2_D.x","POLYPHEN2_P.x","CADD.x","REVEL.x","MPC.x","gnomAD_genome_ALL.x","gnomAD_exome_ALL.x","dbscSNV_ADA_SCORE.x","dbscSNV_RF_SCORE.x","dpsi_zscore.x","COUNT.y","MUTATIONCLASS.y","POLYPHEN2_D.y","POLYPHEN2_P.y","CADD.y","REVEL.y","MPC.y","gnomAD_genome_ALL.y","gnomAD_exome_ALL.y","dbscSNV_ADA_SCORE.y","dbscSNV_RF_SCORE.y","dpsi_zscore.y","mut"
"13537","RGS21",3.8018e-05,-0.35949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05455e-06
"13538","RGS22",1.6387e-30,0.40839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.1634e-06
"13539","RGS3",2.2646e-11,1.029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10329e-05
"13540","RGS4",5.1409e-08,0.11961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69985e-06
"13541","RGS5",0.00053488,0.14925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.39035e-06
"13542","RGS6",0.44191,1.6966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.745e-06
"13543","RGS7",0.77696,2.4735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0635e-06
"13544","RGS7BP",0.95778,1.0244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.58545e-06
"13545","RGS8",0.30184,1.2778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59955e-06
"13546","RGS9",1.1251e-14,0.038095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2567e-06
"13547","RGS9BP",0.0023224,0.67471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2205e-07
"13548","RGSL1",2.0941e-11,2.0657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4279e-06
"13549","RHAG",0.010404,0.77446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.42405e-06
"13550","RHBDD1",1.0582e-12,0.022425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9192e-06
"13551","RHBDD2",0.63858,0.66528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45905e-06
"13552","RHBDD3",4.9464e-05,0.10236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5921e-06
"13553","RHBDF1",5.4089e-15,1.452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22074e-05
"13554","RHBDF2",0.0011919,1.7926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.1364e-06
"13555","RHBDL1",0.32394,1.2191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6202e-06
"13556","RHBDL2",8.9365e-08,0.070701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.31035e-06
"13557","RHBDL3",1.0358e-07,0.62736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75705e-06
"13558","RHBG",1.0751e-13,0.031292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0238e-06
"13559","RHCE",0.0011629,0.4029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.90405e-06
"13560","RHCG",0.00010016,0.28949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4246e-06
"13561","RHD",2.8534e-05,-0.32611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.86375e-06
"13562","RHEB",0.98119,2.2985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11605e-06
"13563","RHEBL1",2.1883e-06,0.84266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09745e-06
"13564","RHNO1",0.0027455,0.018649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5396e-06
"13565","RHO",0.00013108,0.24182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8777e-06
"13566","RHOA",0.60405,3.3579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6132e-06
"13567","RHOB",0.12253,2.5125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7923e-06
"13568","RHOBTB1",0.00024175,1.5543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8683e-06
"13569","RHOBTB2",0.013306,2.6599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3181e-06
"13570","RHOBTB3",4.2416e-06,1.7008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.79395e-06
"13571","RHOC",0.76766,1.8491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.93475e-06
"13572","RHOD",0.015921,0.93862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.18625e-06
"13573","RHOF",0.00017569,0.87383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99015e-06
"13574","RHOG",0.42952,2.492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2777e-06
"13575","RHOH",0.14861,1.6662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9256e-06
"13576","RHOJ",0.0064012,0.48434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.28155e-06
"13577","RHOQ",0.85702,1.3129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7937e-06
"13578","RHOT1",0.79851,2.4699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.5105e-06
"13579","RHOT2",8.9033e-27,-1.3982,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.626375088685527,0.96061643731045,-0.0670265953454079,0.26277308278406,0.356837512181396,0,0,0,7.817e-06
"13580","RHOU",0.077808,0.94527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9541e-06
"13581","RHOV",0.76153,1.9523,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.031e-06
"13582","RHOXF1",0.77494,-0.078911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.74145e-06
"13583","RHOXF2",0.00021767,0.12468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.6101e-06
"13584","RHOXF2B",0.25146,-0.073437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23305e-06
"13585","RHPN1",1.025e-12,0.40707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7191e-06
"13586","RHPN2",1.0678e-07,0.31542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.365e-06
"13587","RIBC1",0.983,1.0128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.016e-06
"13588","RIBC2",2.1427e-12,0.37273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.94625e-06
"13589","RIC1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03149e-05
"13590","RIC3",2.1447e-06,-0.63965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8758e-06
"13591","RIC8A",0.00063968,0.82744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.35815e-06
"13592","RIC8B",0.99892,2.0044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.66445e-06
"13593","RICTOR",1,3.0542,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57581e-05
"13594","RIF1",1,-0.41404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.21974e-05
"13595","RIIAD1",3.1906e-05,0.63205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.632e-07
"13596","RILP",4.3414e-11,-0.018478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.07435e-06
"13597","RILPL1",0.38572,2.1289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5456e-06
"13598","RILPL2",0.00389,0.51831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8547e-06
"13599","RIMBP2",0.67813,1.3363,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1.04058310970446,-0.991358432299167,-0.720217846119404,0.26277308278406,0.356837512181396,0,0,0,5.1769e-06
"13600","RIMBP3",9.0005e-09,1.0216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.908e-06
"13601","RIMBP3B",0.41247,0.27456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17475e-06
"13602","RIMBP3C",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1135e-07
"13603","RIMKLA",0.00063057,1.2193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83235e-06
"13604","RIMKLB",0.59273,2.3399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9938e-06
"13605","RIMS1",0.9902,2.0083,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,-2.08116621940892,-1.98271686459833,-1.44043569223881,0.52554616556812,0.713675024362792,0,0,0,1.6679e-05
"13606","RIMS2",1,0.77596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.63691e-05
"13607","RIMS3",0.00014932,0.97406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.1482e-06
"13608","RIMS4",0.23281,2.8859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6632e-06
"13609","RIN1",3.5054e-07,0.55294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2894e-06
"13610","RIN2",0.00081408,0.7242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6419e-06
"13611","RIN3",4.2837e-10,0.77486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.1016e-06
"13612","RING1",0.64854,2.5593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.4948e-06
"13613","RINL",5.2019e-05,1.2327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.61675e-06
"13614","RINT1",5.293e-13,0.82509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5022e-06
"13615","RIOK1",2.2477e-14,0.50928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.544e-06
"13616","RIOK2",0.00013402,0.85032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.84895e-06
"13617","RIOK3",4.7708e-07,1.0637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.78835e-06
"13618","RIPK1",0.0079441,1.5613,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,1.62087011284884,2.18899348773607,0.828904898350426,0.52554616556812,0.713675024362792,0,0,0,7.3023e-06
"13619","RIPK2",0.39282,2.1589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.19175e-06
"13620","RIPK3",1.1874e-14,0.016431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89545e-06
"13621","RIPK4",0.0039646,1.8892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.7055e-06
"13622","RIPPLY1",0.0094433,0.11192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.948e-07
"13623","RIPPLY2",0.0093945,-0.55527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8785e-07
"13624","RIPPLY3",0.083551,-0.28696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0078e-06
"13625","RIT1",0.13281,2.0757,2,0,2,0,0.735725027669535,1.24631075042096,0.892348405346508,0.558650347181589,0.789031124250257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.57605e-06
"13626","RIT2",0.00063244,0.89038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9834e-06
"13627","RITA1",0.003797,0.44515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73115e-06
"13628","RLBP1",1.1303e-05,-0.30837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.99355e-06
"13629","RLF",1,3.462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.5008e-06
"13630","RLIM",0.99301,2.4248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3246e-06
"13631","RLN1",0.0065226,-1.6391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2754e-06
"13632","RLN2",0.00090025,-1.3187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47045e-06
"13633","RLN3",0.013378,-0.1597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.92755e-06
"13634","RLTPR",2.9337e-11,1.5741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2666e-06
"13635","RMDN1",5.8995e-10,-0.33843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.18245e-06
"13636","RMDN2",4.4061e-24,-2.2315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3307e-06
"13637","RMDN3",5.1687e-05,0.38808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4938e-06
"13638","RMI1",3.6565e-06,0.34853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9059e-06
"13639","RMI2",0.018953,-0.62107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0145e-07
"13640","RMND1",1.0863e-09,0.76503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3393e-06
"13641","RMND5A",0.89983,2.6703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2848e-06
"13642","RMND5B",1.9471e-13,0.70626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3168e-06
"13643","RNASE1",0.025608,0.12361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27935e-06
"13644","RNASE10",0.0019671,-0.64614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0041e-06
"13645","RNASE11",0.022247,-0.062773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.483e-07
"13646","RNASE12",0.0083516,-0.03226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0586e-06
"13647","RNASE13",0.31626,-0.24799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.643e-07
"13648","RNASE2",0,0.38409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3988e-06
"13649","RNASE3",0,-0.42267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0835e-07
"13650","RNASE4",0.00017566,-0.031828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7618e-06
"13651","RNASE6",0.082292,-0.23304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.955e-07
"13652","RNASE7",0.11606,0.43482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.08035e-06
"13653","RNASE8",0,0.7368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.938e-07
"13654","RNASE9",0.33655,-0.13189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.4035e-07
"13655","RNASEH1",0.011173,0.10689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.01575e-06
"13656","RNASEH2A",0.0041807,0.19295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8036e-06
"13657","RNASEH2B",3.2569e-09,-0.23891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6986e-06
"13658","RNASEH2C",0.0054985,-0.91739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6747e-06
"13659","RNASEK",0.50355,0.49695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.451e-07
"13660","RNASEK-C17orf49",0.19065,0.47189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35775e-06
"13661","RNASEL",1.9513e-10,0.15937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2376e-06
"13662","RNASET2",0.00026891,0.24327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.46445e-06
"13663","RND1",0.73701,1.0903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.619e-06
"13664","RND2",0.00038579,0.7254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.69365e-06
"13665","RND3",0.96682,1.6466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16765e-06
"13666","RNF10",0.16406,0.77705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.27388e-05
"13667","RNF103",0.89697,0.83643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.8465e-06
"13668","RNF103-CHMP3",0.0040006,0.80095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8215e-06
"13669","RNF11",0.57873,1.4772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9655e-07
"13670","RNF111",0.99987,0.3204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6887e-06
"13671","RNF112",0.021835,1.4981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.20855e-06
"13672","RNF113A",0.88873,1.7697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38205e-06
"13673","RNF113B",0.78928,0.76241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7103e-06
"13674","RNF114",0.052109,1.0296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2621e-06
"13675","RNF115",0.002366,0.46815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9212e-06
"13676","RNF121",0.31902,1.3905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.6059e-06
"13677","RNF122",0.14077,0.58142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.2355e-06
"13678","RNF123",8.4689e-05,1.651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.61264e-05
"13679","RNF125",4.6358e-05,0.78346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04695e-06
"13680","RNF126",0.95379,0.72908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1637e-06
"13681","RNF128",0.22826,0.66552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.66325e-06
"13682","RNF13",0.00040292,0.90087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8735e-06
"13683","RNF130",0.00030327,1.768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3556e-06
"13684","RNF133",0.037191,-0.38089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.89085e-06
"13685","RNF135",2.1992e-09,0.086859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.10765e-06
"13686","RNF138",0.67535,2.1166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9309e-06
"13687","RNF139",0.53807,1.841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4699e-06
"13688","RNF14",0.0011129,1.3809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.95315e-06
"13689","RNF141",9.0192e-05,1.0428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.50765e-06
"13690","RNF144A",0.94776,1.4356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.9932e-06
"13691","RNF144B",6.3516e-10,0.53067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3993e-06
"13692","RNF145",0.98031,3.5929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6487e-06
"13693","RNF146",0.81992,1.3289,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1.04058310970446,-0.991358432299167,-0.720217846119404,0.26277308278406,0.356837512181396,0,0,0,2.58885e-06
"13694","RNF148",2.5966e-06,-1.5202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5549e-06
"13695","RNF149",0.00057831,1.1359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03685e-06
"13696","RNF150",0.00073035,0.97052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.02595e-06
"13697","RNF151",0.00017597,0.30983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8336e-06
"13698","RNF152",0.12894,0.64799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.56485e-06
"13699","RNF157",6.3025e-09,0.80879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.3091e-06
"13700","RNF165",0.97194,1.9384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.61275e-06
"13701","RNF166",0.48668,0.73309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.93365e-06
"13702","RNF167",0.032145,-0.040756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1771e-06
"13703","RNF168",2.0514e-13,-0.3919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.6821e-06
"13704","RNF169",0.039503,0.35807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.9613e-06
"13705","RNF17",1,1.7723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.0423e-06
"13706","RNF170",0.51091,1.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.31995e-06
"13707","RNF175",6.8141e-13,0.16053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.70275e-06
"13708","RNF180",2.7621e-06,0.62393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.36035e-06
"13709","RNF181",3.239e-09,0.48313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0186e-06
"13710","RNF182",0.0046762,0.22406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.60505e-06
"13711","RNF183",0.001513,0.70601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.1876e-06
"13712","RNF185",0.17727,1.0533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.08755e-06
